대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
01,811,811. 녹사평역1번출구,일일(회원),\N,20대,10,303.06,2.42,10436.34,124
01,811,811. 녹사평역1번출구,일일(회원),\N,30대,4,117.55,1,4275.03,41
01,811,811. 녹사평역1번출구,일일(회원),\N,50대,1,109.78,0.8,3465.26,23
01,811,811. 녹사평역1번출구,일일(회원),,20대,3,129.81,1.19,5110,32
01,811,811. 녹사평역1번출구,일일(회원),F,20대,9,459.69,3.87,16673.03,144
01,811,811. 녹사평역1번출구,일일(회원),F,30대,2,0,0,0,62
01,811,811. 녹사평역1번출구,일일(회원),F,40대,2,30.19,0.28,1210,11
01,811,811. 녹사평역1번출구,일일(회원),F,기타,2,78.72,0.71,3058.2,26
01,811,811. 녹사평역1번출구,일일(회원),M,10대,2,53.06,0.48,2072.76,28
01,811,811. 녹사평역1번출구,일일(회원),M,20대,10,400.06,3.75,16076.9,281
01,811,811. 녹사평역1번출구,일일(회원),M,30대,10,465.73,4.47,19342.57,212
01,811,811. 녹사평역1번출구,일일(회원),M,40대,1,0,0,0,15
01,811,811. 녹사평역1번출구,일일(회원),M,50대,3,21.21,0.2,850,73
01,811,811. 녹사평역1번출구,일일(회원),M,기타,3,152.15,1.35,5813.91,46
01,811,811. 녹사평역1번출구,정기,\N,20대,35,1180.47,10.1,43628.6,433
01,811,811. 녹사평역1번출구,정기,\N,30대,48,1031.19,9.34,40469.64,386
01,811,811. 녹사평역1번출구,정기,\N,40대,23,1275.56,12.66,54532.73,674
01,811,811. 녹사평역1번출구,정기,\N,50대,7,245.19,2.19,9433.64,58
01,811,811. 녹사평역1번출구,정기,\N,60대,4,320.53,2.88,12382.32,103
01,811,811. 녹사평역1번출구,정기,\N,기타,1,19.48,0.19,820,2
01,811,811. 녹사평역1번출구,정기,,20대,3,30.7,0.29,1270.88,16
01,811,811. 녹사평역1번출구,정기,,30대,6,238.25,2.46,10628.49,89
01,811,811. 녹사평역1번출구,정기,,40대,6,132.07,1.34,5750.17,69
01,811,811. 녹사평역1번출구,정기,F,10대,1,9.55,0.11,473.01,9
01,811,811. 녹사평역1번출구,정기,F,20대,11,379.32,3.54,15215.81,116
01,811,811. 녹사평역1번출구,정기,F,30대,27,708.74,6.58,28336.03,269
01,811,811. 녹사평역1번출구,정기,F,40대,4,338.75,3.33,14367.16,119
01,811,811. 녹사평역1번출구,정기,F,60대,5,246.11,1.93,8318.27,190
01,811,811. 녹사평역1번출구,정기,F,기타,15,473.43,4.27,18393.43,114
01,811,811. 녹사평역1번출구,정기,M,10대,1,0,0,0,5
01,811,811. 녹사평역1번출구,정기,M,20대,32,1063.93,9.02,38829.48,323
01,811,811. 녹사평역1번출구,정기,M,30대,33,1193.36,9.06,39098.61,333
01,811,811. 녹사평역1번출구,정기,M,40대,19,566.59,4.5,19360.76,328
01,811,811. 녹사평역1번출구,정기,M,50대,14,841.11,6.61,28499.25,191
01,811,811. 녹사평역1번출구,정기,M,60대,1,25.66,0.25,1080,6
01,811,811. 녹사평역1번출구,정기,M,70대이상,1,25.31,0.19,830,3
01,811,811. 녹사평역1번출구,정기,M,기타,16,656.81,6.75,29108.95,327
01,812,812. 용산전쟁기념관,단체,M,20대,2,52.79,0.47,2020,14
01,812,812. 용산전쟁기념관,일일(비회원),\N,기타,8,224.67,2.02,8728.49,189
01,812,812. 용산전쟁기념관,일일(회원),\N,10대,3,31.6,0.3,1325.41,70
01,812,812. 용산전쟁기념관,일일(회원),\N,20대,7,237.87,2.07,8900,153
01,812,812. 용산전쟁기념관,일일(회원),F,10대,3,88.21,0.7,2998.92,167
01,812,812. 용산전쟁기념관,일일(회원),F,20대,4,115.04,1.35,5807.46,77
01,812,812. 용산전쟁기념관,일일(회원),F,30대,1,97.42,0.78,3370,31
01,812,812. 용산전쟁기념관,일일(회원),M,10대,2,59.24,0.87,3740,52
01,812,812. 용산전쟁기념관,일일(회원),M,20대,4,242.93,1.66,7132.5,74
01,812,812. 용산전쟁기념관,일일(회원),M,30대,3,103.02,0.86,3716.65,124
01,812,812. 용산전쟁기념관,일일(회원),M,40대,3,77.74,0.52,2273.75,16
01,812,812. 용산전쟁기념관,일일(회원),M,50대,1,67.44,0.61,2620,17
01,812,812. 용산전쟁기념관,일일(회원),M,기타,2,194.9,1.46,6310,50
01,812,812. 용산전쟁기념관,정기,\N,20대,5,229.36,2.01,8678.87,63
01,812,812. 용산전쟁기념관,정기,\N,30대,9,84.17,0.74,3168.7,56
01,812,812. 용산전쟁기념관,정기,\N,40대,4,71.53,0.61,2626.35,26
01,812,812. 용산전쟁기념관,정기,,20대,1,65.89,0.59,2560,50
01,812,812. 용산전쟁기념관,정기,F,20대,3,187.78,1.76,7580,62
01,812,812. 용산전쟁기념관,정기,F,30대,6,123.17,1.1,4784.95,78
01,812,812. 용산전쟁기념관,정기,M,20대,5,340.69,2.88,12380.81,124
01,812,812. 용산전쟁기념관,정기,M,30대,3,236.85,1.53,6587.15,92
01,812,812. 용산전쟁기념관,정기,M,40대,15,469.74,5.15,22227.84,154
01,813,813. 삼각지역 3번출구,일일(비회원),\N,기타,2,429.09,3.87,16670,118
01,813,813. 삼각지역 3번출구,일일(회원),\N,20대,5,547.44,4.11,17729.25,180
01,813,813. 삼각지역 3번출구,일일(회원),\N,30대,6,344.67,3.27,14093.85,196
01,813,813. 삼각지역 3번출구,일일(회원),\N,40대,1,52.02,0.43,1850.2,11
01,813,813. 삼각지역 3번출구,일일(회원),\N,50대,1,88.86,0.77,3300,12
01,813,813. 삼각지역 3번출구,일일(회원),F,20대,7,186.13,1.82,7894.43,149
01,813,813. 삼각지역 3번출구,일일(회원),F,30대,4,304.74,3.06,13189.17,94
01,813,813. 삼각지역 3번출구,일일(회원),F,기타,2,0,0,0,35
01,813,813. 삼각지역 3번출구,일일(회원),M,20대,9,551.89,4.58,19796.06,212
01,813,813. 삼각지역 3번출구,일일(회원),M,30대,3,48.14,0.45,1960.88,28
01,813,813. 삼각지역 3번출구,일일(회원),M,40대,3,502.62,3.4,14662.47,71
01,813,813. 삼각지역 3번출구,일일(회원),M,기타,4,324.25,2.08,9000.1,84
01,813,813. 삼각지역 3번출구,정기,\N,20대,32,832.24,8.2,35379.05,212
01,813,813. 삼각지역 3번출구,정기,\N,30대,26,417.1,3.54,15237.95,190
01,813,813. 삼각지역 3번출구,정기,\N,40대,9,938.14,6.62,28583.41,240
01,813,813. 삼각지역 3번출구,정기,\N,50대,10,256.15,2.1,9088.89,212
01,813,813. 삼각지역 3번출구,정기,\N,60대,2,30.64,0.26,1121.17,38
01,813,813. 삼각지역 3번출구,정기,\N,기타,1,35.52,0.32,1380,7
01,813,813. 삼각지역 3번출구,정기,,20대,3,28.83,0.26,1120,8
01,813,813. 삼각지역 3번출구,정기,,30대,2,0,0,0,124
01,813,813. 삼각지역 3번출구,정기,F,20대,15,1057.51,9.78,42172.01,270
01,813,813. 삼각지역 3번출구,정기,F,30대,39,1026.01,9.09,39122.89,1006
01,813,813. 삼각지역 3번출구,정기,F,40대,3,693.25,6.16,26561.91,135
01,813,813. 삼각지역 3번출구,정기,F,50대,4,292.63,3.11,13410,103
01,813,813. 삼각지역 3번출구,정기,F,70대이상,2,137.98,1.25,5360.41,37
01,813,813. 삼각지역 3번출구,정기,F,기타,3,52.58,0.53,2289.39,78
01,813,813. 삼각지역 3번출구,정기,M,20대,19,561.67,4.55,19595.63,339
01,813,813. 삼각지역 3번출구,정기,M,30대,28,1387.21,10.87,46805.65,645
01,813,813. 삼각지역 3번출구,정기,M,40대,8,1233.5,10.41,44851.72,381
01,813,813. 삼각지역 3번출구,정기,M,50대,6,335.43,3.12,13435.04,460
01,813,813. 삼각지역 3번출구,정기,M,60대,8,188.24,1.59,6828.39,183
01,813,813. 삼각지역 3번출구,정기,M,기타,6,165.31,1.24,5351.48,89
01,815,815. LIG강촌아파트 103동앞,단체,\N,40대,6,628.14,5.15,22195.14,325
01,815,815. LIG강촌아파트 103동앞,단체,F,기타,2,230.17,2.07,8941.98,135
01,815,815. LIG강촌아파트 103동앞,일일(비회원),\N,기타,2,254.24,2.29,9877.03,86
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,10대,5,166.34,1.52,6592.18,106
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,20대,11,919.43,7.84,33824.4,407
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,30대,8,871.88,7.19,30997.73,212
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,40대,3,245.49,1.98,8521.4,219
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,60대,1,0,0,0,55
01,815,815. LIG강촌아파트 103동앞,일일(회원),\N,기타,2,372.64,3.36,14477.05,112
01,815,815. LIG강촌아파트 103동앞,일일(회원),,20대,7,911.13,7.52,32395.79,312
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,10대,1,14.41,0.15,650,3
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,20대,1,21.88,0.2,850,10
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,30대,6,424.14,4.13,17797.29,152
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,40대,3,277,2.64,11410,119
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,50대,2,35.58,0.36,1536.83,18
01,815,815. LIG강촌아파트 103동앞,일일(회원),F,기타,1,26.39,0.28,1190,21
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,10대,6,258.42,2.24,9652.47,139
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,20대,8,719.22,6.08,26186.86,269
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,30대,5,802.52,6.16,26527.32,199
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,40대,1,126.18,1.01,4364.76,31
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,50대,2,453.92,3.96,17060,133
01,815,815. LIG강촌아파트 103동앞,일일(회원),M,기타,7,423.48,3.44,14875.56,236
01,815,815. LIG강촌아파트 103동앞,정기,\N,20대,51,1748.14,13.99,60219.32,691
01,815,815. LIG강촌아파트 103동앞,정기,\N,30대,10,537.54,4.82,20788.16,369
01,815,815. LIG강촌아파트 103동앞,정기,\N,40대,37,3486.32,28.04,120792.09,858
01,815,815. LIG강촌아파트 103동앞,정기,\N,50대,11,394.58,3.41,14712.88,286
01,815,815. LIG강촌아파트 103동앞,정기,\N,60대,8,387.05,2.73,11772.68,145
01,815,815. LIG강촌아파트 103동앞,정기,\N,기타,5,182.97,1.56,6733.57,42
01,815,815. LIG강촌아파트 103동앞,정기,,30대,6,554.23,4.98,21531.71,325
01,815,815. LIG강촌아파트 103동앞,정기,,60대,1,28.82,0.28,1193.18,8
01,815,815. LIG강촌아파트 103동앞,정기,F,10대,2,77.62,0.81,3500,72
01,815,815. LIG강촌아파트 103동앞,정기,F,20대,30,1097.67,11.23,48419.76,590
01,815,815. LIG강촌아파트 103동앞,정기,F,30대,8,116.8,1.24,5363.18,53
01,815,815. LIG강촌아파트 103동앞,정기,F,40대,9,375.24,4.07,17495.17,248
01,815,815. LIG강촌아파트 103동앞,정기,F,50대,48,2336.88,25.52,109949.5,1608
01,815,815. LIG강촌아파트 103동앞,정기,F,60대,1,0,0,0,16
01,815,815. LIG강촌아파트 103동앞,정기,F,기타,8,1546.06,17.41,75080,506
01,815,815. LIG강촌아파트 103동앞,정기,M,10대,3,661.07,6.09,26228.7,142
01,815,815. LIG강촌아파트 103동앞,정기,M,20대,47,1703.65,13.7,58955.65,646
01,815,815. LIG강촌아파트 103동앞,정기,M,30대,38,1056.65,8.17,35240,587
01,815,815. LIG강촌아파트 103동앞,정기,M,40대,20,1111.45,9.01,38873.71,335
01,815,815. LIG강촌아파트 103동앞,정기,M,50대,44,4064.47,33.66,145015.04,1198
01,815,815. LIG강촌아파트 103동앞,정기,M,60대,7,363.83,2.9,12501.47,113
01,815,815. LIG강촌아파트 103동앞,정기,M,70대이상,1,16.66,0.15,647.14,5
01,815,815. LIG강촌아파트 103동앞,정기,M,기타,13,905.97,6.34,27326.13,380
01,816,816. 신용산역 6번출구 앞,단체,\N,20대,2,289.54,2.02,8704.15,76
01,816,816. 신용산역 6번출구 앞,일일(비회원),\N,기타,7,325.75,2.94,12655.65,165
01,816,816. 신용산역 6번출구 앞,일일(회원),\N,20대,15,634.31,5.25,22629.79,341
01,816,816. 신용산역 6번출구 앞,일일(회원),\N,30대,9,385.19,3.45,14876.32,338
01,816,816. 신용산역 6번출구 앞,일일(회원),\N,40대,1,126.38,0.85,3668.33,25
01,816,816. 신용산역 6번출구 앞,일일(회원),\N,50대,1,0,0,0,6
01,816,816. 신용산역 6번출구 앞,일일(회원),\N,기타,1,67.35,0.66,2834.75,21
01,816,816. 신용산역 6번출구 앞,일일(회원),,20대,1,72.23,0.53,2280,18
01,816,816. 신용산역 6번출구 앞,일일(회원),,30대,1,73.6,0.57,2478,17
01,816,816. 신용산역 6번출구 앞,일일(회원),F,20대,8,528.23,5,21556.14,248
01,816,816. 신용산역 6번출구 앞,일일(회원),F,30대,7,431.5,3.92,16908.46,140
01,816,816. 신용산역 6번출구 앞,일일(회원),F,기타,1,20.08,0.18,780,5
01,816,816. 신용산역 6번출구 앞,일일(회원),M,10대,2,151.47,1.04,4500,44
01,816,816. 신용산역 6번출구 앞,일일(회원),M,20대,13,1615.06,12.5,53842.77,474
01,816,816. 신용산역 6번출구 앞,일일(회원),M,30대,8,527.33,3.62,15609.73,143
01,816,816. 신용산역 6번출구 앞,일일(회원),M,40대,3,182.4,1.33,5750,53
01,816,816. 신용산역 6번출구 앞,일일(회원),M,50대,2,58.24,0.4,1710,35
01,816,816. 신용산역 6번출구 앞,일일(회원),M,60대,1,289.06,2.61,11230,86
01,816,816. 신용산역 6번출구 앞,일일(회원),M,기타,4,53.22,0.47,2026,58
01,816,816. 신용산역 6번출구 앞,정기,\N,20대,44,1683.53,15.9,68503.88,773
01,816,816. 신용산역 6번출구 앞,정기,\N,30대,99,4004,39.6,170610.32,1820
01,816,816. 신용산역 6번출구 앞,정기,\N,40대,23,1233,9.4,40558.31,517
01,816,816. 신용산역 6번출구 앞,정기,\N,50대,30,3139.43,22.61,97527.49,877
01,816,816. 신용산역 6번출구 앞,정기,\N,60대,14,783.96,6.24,26831.78,232
01,816,816. 신용산역 6번출구 앞,정기,\N,기타,2,18.39,0.13,580.5,22
01,816,816. 신용산역 6번출구 앞,정기,,20대,3,37.22,0.39,1641.05,8
01,816,816. 신용산역 6번출구 앞,정기,,30대,12,251.35,2.13,9199.32,86
01,816,816. 신용산역 6번출구 앞,정기,,40대,1,0,0,0,15
01,816,816. 신용산역 6번출구 앞,정기,F,20대,46,1048.57,10.78,46410.42,586
01,816,816. 신용산역 6번출구 앞,정기,F,30대,53,2149.88,25.29,108917.61,1482
01,816,816. 신용산역 6번출구 앞,정기,F,40대,22,899.78,8.84,38147.44,459
01,816,816. 신용산역 6번출구 앞,정기,F,50대,8,262.25,2.81,12087.37,248
01,816,816. 신용산역 6번출구 앞,정기,F,60대,1,12.36,0.11,480,4
01,816,816. 신용산역 6번출구 앞,정기,F,기타,14,177.73,1.61,6972.43,112
01,816,816. 신용산역 6번출구 앞,정기,M,20대,54,1865,14.87,64002.49,541
01,816,816. 신용산역 6번출구 앞,정기,M,30대,82,3531.97,27.66,119356.77,1537
01,816,816. 신용산역 6번출구 앞,정기,M,40대,59,3160.78,23.85,102882.1,1110
01,816,816. 신용산역 6번출구 앞,정기,M,50대,24,1080.37,9.25,39858.37,645
01,816,816. 신용산역 6번출구 앞,정기,M,60대,6,498.14,4.23,18206.36,189
01,816,816. 신용산역 6번출구 앞,정기,M,70대이상,2,38.02,0.37,1600,35
01,816,816. 신용산역 6번출구 앞,정기,M,기타,4,155.79,1.38,5912.5,93
01,817,817. 삼각지역 4번출구 앞,일일(비회원),\N,기타,3,72.01,0.65,2797.53,66
01,817,817. 삼각지역 4번출구 앞,일일(회원),\N,20대,11,612.92,4.53,19556.94,228
01,817,817. 삼각지역 4번출구 앞,일일(회원),\N,30대,5,719,5.36,23101.9,158
01,817,817. 삼각지역 4번출구 앞,일일(회원),F,20대,6,153.09,1.75,7573.99,123
01,817,817. 삼각지역 4번출구 앞,일일(회원),F,30대,1,35.26,0.32,1370,14
01,817,817. 삼각지역 4번출구 앞,일일(회원),F,40대,3,84.56,0.9,3876.48,72
01,817,817. 삼각지역 4번출구 앞,일일(회원),F,기타,2,19.31,0.17,750,25
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,10대,1,55.3,0.46,1995.04,40
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,20대,10,921.34,7.49,32223.28,306
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,30대,5,173.8,1.26,5440.69,232
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,40대,1,237.12,1.16,4990,47
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,50대,1,0,0,0,92
01,817,817. 삼각지역 4번출구 앞,일일(회원),M,기타,8,358.92,3.08,13260.1,148
01,817,817. 삼각지역 4번출구 앞,정기,\N,20대,50,953.65,8.5,36622,722
01,817,817. 삼각지역 4번출구 앞,정기,\N,30대,87,1772.24,16.14,69670.46,1168
01,817,817. 삼각지역 4번출구 앞,정기,\N,40대,4,100.4,0.94,4051.85,100
01,817,817. 삼각지역 4번출구 앞,정기,\N,50대,7,991.3,7.43,32029.5,351
01,817,817. 삼각지역 4번출구 앞,정기,\N,60대,20,316.65,2.45,10586.5,229
01,817,817. 삼각지역 4번출구 앞,정기,\N,기타,4,32.08,0.31,1350,31
01,817,817. 삼각지역 4번출구 앞,정기,,20대,6,46.64,0.39,1664.45,20
01,817,817. 삼각지역 4번출구 앞,정기,,30대,9,664.66,7.47,32195.28,307
01,817,817. 삼각지역 4번출구 앞,정기,,40대,2,55.88,0.52,2240,106
01,817,817. 삼각지역 4번출구 앞,정기,F,10대,1,23.83,0.27,1180,9
01,817,817. 삼각지역 4번출구 앞,정기,F,20대,49,868.27,9.18,39513.33,574
01,817,817. 삼각지역 4번출구 앞,정기,F,30대,94,1519.51,16.5,71208.87,1116
01,817,817. 삼각지역 4번출구 앞,정기,F,40대,4,36.21,0.36,1507.54,13
01,817,817. 삼각지역 4번출구 앞,정기,F,50대,1,8.75,0.08,340,2
01,817,817. 삼각지역 4번출구 앞,정기,F,기타,2,44.23,0.44,1930,15
01,817,817. 삼각지역 4번출구 앞,정기,M,10대,1,0,0,0,4
01,817,817. 삼각지역 4번출구 앞,정기,M,20대,12,278.58,2.42,10428.95,80
01,817,817. 삼각지역 4번출구 앞,정기,M,30대,74,1918.38,15.63,67379.12,725
01,817,817. 삼각지역 4번출구 앞,정기,M,40대,13,280.04,2.25,9675.73,367
01,817,817. 삼각지역 4번출구 앞,정기,M,50대,11,772.23,5.93,25624.48,276
01,817,817. 삼각지역 4번출구 앞,정기,M,60대,1,76.19,0.69,2960,36
01,817,817. 삼각지역 4번출구 앞,정기,M,기타,14,874.11,6.04,26081.19,196
01,818,818. 숙명여대 입구 교차로,단체,M,40대,2,281.62,2.07,8889.59,63
01,818,818. 숙명여대 입구 교차로,일일(비회원),\N,기타,11,1070.05,9.64,41571.85,451
01,818,818. 숙명여대 입구 교차로,일일(회원),\N,20대,17,862.29,7.6,32732.15,455
01,818,818. 숙명여대 입구 교차로,일일(회원),\N,30대,3,357.74,2.7,11619.04,131
01,818,818. 숙명여대 입구 교차로,일일(회원),F,20대,11,287.82,2.73,11767.36,256
01,818,818. 숙명여대 입구 교차로,일일(회원),F,기타,2,91.97,0.81,3493.58,29
01,818,818. 숙명여대 입구 교차로,일일(회원),M,10대,5,192.18,1.88,8114.11,87
01,818,818. 숙명여대 입구 교차로,일일(회원),M,20대,12,851.29,7.38,31825.89,468
01,818,818. 숙명여대 입구 교차로,일일(회원),M,30대,2,160.54,1.29,5580,46
01,818,818. 숙명여대 입구 교차로,일일(회원),M,기타,5,273.58,2.39,10295.63,119
01,818,818. 숙명여대 입구 교차로,정기,\N,20대,55,2751,22.07,95177.16,788
01,818,818. 숙명여대 입구 교차로,정기,\N,30대,18,984.41,7.59,32673.37,254
01,818,818. 숙명여대 입구 교차로,정기,\N,40대,61,4058.17,34.17,147380.9,1633
01,818,818. 숙명여대 입구 교차로,정기,\N,50대,15,345.85,3.11,13458.61,161
01,818,818. 숙명여대 입구 교차로,정기,,20대,2,8.57,0.07,318.33,13
01,818,818. 숙명여대 입구 교차로,정기,,30대,8,91.49,0.8,3433.99,123
01,818,818. 숙명여대 입구 교차로,정기,,40대,1,86.13,0.87,3750,32
01,818,818. 숙명여대 입구 교차로,정기,F,10대,2,10.73,0.11,475.49,36
